goods,country,link,year,rank,trade_type,retrieved
packaged medicines,Egypt,/the-world-factbook/countries/egypt,2019,5,imports,2023-03-31
refined petroleum,El Salvador,/the-world-factbook/countries/el-salvador,2019,1,imports,2023-03-31
packaged medicines,El Salvador,/the-world-factbook/countries/el-salvador,2019,2,imports,2023-03-31
clothing,El Salvador,/the-world-factbook/countries/el-salvador,2019,3,imports,2023-03-31
broadcasting equipment,El Salvador,/the-world-factbook/countries/el-salvador,2019,4,imports,2023-03-31
natural gas,El Salvador,/the-world-factbook/countries/el-salvador,2019,5,imports,2023-03-31
gas turbines,Equatorial Guinea,/the-world-factbook/countries/equatorial-guinea,2019,1,imports,2023-03-31
beer,Equatorial Guinea,/the-world-factbook/countries/equatorial-guinea,2019,2,imports,2023-03-31
ships,Equatorial Guinea,/the-world-factbook/countries/equatorial-guinea,2019,3,imports,2023-03-31
industrial machinery,Equatorial Guinea,/the-world-factbook/countries/equatorial-guinea,2019,4,imports,2023-03-31
excavation machinery,Equatorial Guinea,/the-world-factbook/countries/equatorial-guinea,2019,5,imports,2023-03-31
machinery,Eritrea,/the-world-factbook/countries/eritrea,,1,imports,2023-03-31
petroleum products,Eritrea,/the-world-factbook/countries/eritrea,,2,imports,2023-03-31
food,Eritrea,/the-world-factbook/countries/eritrea,,3,imports,2023-03-31
manufactured goods,Eritrea,/the-world-factbook/countries/eritrea,,4,imports,2023-03-31
cars,Estonia,/the-world-factbook/countries/estonia,2019,1,imports,2023-03-31
refined petroleum,Estonia,/the-world-factbook/countries/estonia,2019,2,imports,2023-03-31
coal tar oil,Estonia,/the-world-factbook/countries/estonia,2019,3,imports,2023-03-31
broadcasting equipment,Estonia,/the-world-factbook/countries/estonia,2019,4,imports,2023-03-31
packaged medicines,Estonia,/the-world-factbook/countries/estonia,2019,5,imports,2023-03-31
motor vehicles,Eswatini,/the-world-factbook/countries/eswatini,,1,imports,2023-03-31
machinery,Eswatini,/the-world-factbook/countries/eswatini,,2,imports,2023-03-31
transport equipment,Eswatini,/the-world-factbook/countries/eswatini,,3,imports,2023-03-31
foodstuffs,Eswatini,/the-world-factbook/countries/eswatini,,4,imports,2023-03-31
petroleum products,Eswatini,/the-world-factbook/countries/eswatini,,5,imports,2023-03-31
chemicals,Eswatini,/the-world-factbook/countries/eswatini,,6,imports,2023-03-31
aircraft,Ethiopia,/the-world-factbook/countries/ethiopia,2019,1,imports,2023-03-31
gas turbines,Ethiopia,/the-world-factbook/countries/ethiopia,2019,2,imports,2023-03-31
packaged medicines,Ethiopia,/the-world-factbook/countries/ethiopia,2019,3,imports,2023-03-31
electric filament,Ethiopia,/the-world-factbook/countries/ethiopia,2019,4,imports,2023-03-31
cars,Ethiopia,/the-world-factbook/countries/ethiopia,2019,5,imports,2023-03-31
refined petroleum,Falkland Islands (Islas Malvinas),/the-world-factbook/countries/falkland-islands-islas-malvinas,2019,1,imports,2023-03-31
spark-ignition engines,Falkland Islands (Islas Malvinas),/the-world-factbook/countries/falkland-islands-islas-malvinas,2019,2,imports,2023-03-31
stone processing machinery,Falkland Islands (Islas Malvinas),/the-world-factbook/countries/falkland-islands-islas-malvinas,2019,3,imports,2023-03-31
construction vehicles,Falkland Islands (Islas Malvinas),/the-world-factbook/countries/falkland-islands-islas-malvinas,2019,4,imports,2023-03-31
cars,Falkland Islands (Islas Malvinas),/the-world-factbook/countries/falkland-islands-islas-malvinas,2019,5,imports,2023-03-31
goods for household consumption,Faroe Islands,/the-world-factbook/countries/faroe-islands,,1,imports,2023-03-31
machinery and transport equipment,Faroe Islands,/the-world-factbook/countries/faroe-islands,,2,imports,2023-03-31
fuels,Faroe Islands,/the-world-factbook/countries/faroe-islands,,3,imports,2023-03-31
raw materials and semi-manufactures,Faroe Islands,/the-world-factbook/countries/faroe-islands,,4,imports,2023-03-31
cars,Faroe Islands,/the-world-factbook/countries/faroe-islands,,5,imports,2023-03-31
refined petroleum,Fiji,/the-world-factbook/countries/fiji,2019,1,imports,2023-03-31
aircraft,Fiji,/the-world-factbook/countries/fiji,2019,2,imports,2023-03-31
cars,Fiji,/the-world-factbook/countries/fiji,2019,3,imports,2023-03-31
wheat,Fiji,/the-world-factbook/countries/fiji,2019,4,imports,2023-03-31
broadcasting equipment,Fiji,/the-world-factbook/countries/fiji,2019,5,imports,2023-03-31
crude petroleum,Finland,/the-world-factbook/countries/finland,2019,1,imports,2023-03-31
cars and vehicle parts,Finland,/the-world-factbook/countries/finland,2019,2,imports,2023-03-31
refined petroleum,Finland,/the-world-factbook/countries/finland,2019,3,imports,2023-03-31
broadcasting equipment,Finland,/the-world-factbook/countries/finland,2019,4,imports,2023-03-31
packaged medicines,Finland,/the-world-factbook/countries/finland,2019,5,imports,2023-03-31
cars,France,/the-world-factbook/countries/france,2019,1,imports,2023-03-31
crude petroleum,France,/the-world-factbook/countries/france,2019,2,imports,2023-03-31
refined petroleum,France,/the-world-factbook/countries/france,2019,3,imports,2023-03-31
packaged medicines,France,/the-world-factbook/countries/france,2019,4,imports,2023-03-31
aircraft machinery,France,/the-world-factbook/countries/france,2019,5,imports,2023-03-31
fuels,French Polynesia,/the-world-factbook/countries/french-polynesia,,1,imports,2023-03-31
foodstuffs,French Polynesia,/the-world-factbook/countries/french-polynesia,,2,imports,2023-03-31
machinery and equipment,French Polynesia,/the-world-factbook/countries/french-polynesia,,3,imports,2023-03-31
poultry meats,Gabon,/the-world-factbook/countries/gabon,2019,1,imports,2023-03-31
excavation machinery,Gabon,/the-world-factbook/countries/gabon,2019,2,imports,2023-03-31
packaged medicines,Gabon,/the-world-factbook/countries/gabon,2019,3,imports,2023-03-31
cars,Gabon,/the-world-factbook/countries/gabon,2019,4,imports,2023-03-31
rice,Gabon,/the-world-factbook/countries/gabon,2019,5,imports,2023-03-31
clothing and apparel,"Gambia, The",/the-world-factbook/countries/gambia-the,2019,1,imports,2023-03-31
refined petroleum,"Gambia, The",/the-world-factbook/countries/gambia-the,2019,2,imports,2023-03-31
rice,"Gambia, The",/the-world-factbook/countries/gambia-the,2019,3,imports,2023-03-31
raw sugar,"Gambia, The",/the-world-factbook/countries/gambia-the,2019,4,imports,2023-03-31
palm oil,"Gambia, The",/the-world-factbook/countries/gambia-the,2019,5,imports,2023-03-31
food,Gaza Strip,/the-world-factbook/countries/gaza-strip,,1,imports,2023-03-31
consumer goods,Gaza Strip,/the-world-factbook/countries/gaza-strip,,2,imports,2023-03-31
fuel,Gaza Strip,/the-world-factbook/countries/gaza-strip,,3,imports,2023-03-31
cars,Georgia,/the-world-factbook/countries/georgia,2019,1,imports,2023-03-31
refined petroleum,Georgia,/the-world-factbook/countries/georgia,2019,2,imports,2023-03-31
copper,Georgia,/the-world-factbook/countries/georgia,2019,3,imports,2023-03-31
packaged medicines,Georgia,/the-world-factbook/countries/georgia,2019,4,imports,2023-03-31
natural gas,Georgia,/the-world-factbook/countries/georgia,2019,5,imports,2023-03-31
cars and vehicle parts,Germany,/the-world-factbook/countries/germany,2020,1,imports,2023-03-31
packaged medicines,Germany,/the-world-factbook/countries/germany,2020,2,imports,2023-03-31
broadcasting equipment,Germany,/the-world-factbook/countries/germany,2020,3,imports,2023-03-31
medical cultures/vaccines,Germany,/the-world-factbook/countries/germany,2020,4,imports,2023-03-31
computers,Germany,/the-world-factbook/countries/germany,2020,5,imports,2023-03-31
refined petroleum,Ghana,/the-world-factbook/countries/ghana,2020,1,imports,2023-03-31
cars,Ghana,/the-world-factbook/countries/ghana,2020,2,imports,2023-03-31
rice,Ghana,/the-world-factbook/countries/ghana,2020,3,imports,2023-03-31
delivery trucks,Ghana,/the-world-factbook/countries/ghana,2020,4,imports,2023-03-31
iron,Ghana,/the-world-factbook/countries/ghana,2020,5,imports,2023-03-31
refined petroleum,Gibraltar,/the-world-factbook/countries/gibraltar,2019,1,imports,2023-03-31
recreational boats,Gibraltar,/the-world-factbook/countries/gibraltar,2019,2,imports,2023-03-31
cars,Gibraltar,/the-world-factbook/countries/gibraltar,2019,3,imports,2023-03-31
coal tar oil,Gibraltar,/the-world-factbook/countries/gibraltar,2019,4,imports,2023-03-31
crude petroleum,Gibraltar,/the-world-factbook/countries/gibraltar,2019,5,imports,2023-03-31
crude petroleum,Greece,/the-world-factbook/countries/greece,2019,1,imports,2023-03-31
refined petroleum,Greece,/the-world-factbook/countries/greece,2019,2,imports,2023-03-31
packaged medicines,Greece,/the-world-factbook/countries/greece,2019,3,imports,2023-03-31
cars,Greece,/the-world-factbook/countries/greece,2019,4,imports,2023-03-31
ships,Greece,/the-world-factbook/countries/greece,2019,5,imports,2023-03-31
fishing ships,Greenland,/the-world-factbook/countries/greenland,2019,1,imports,2023-03-31
refined petroleum,Greenland,/the-world-factbook/countries/greenland,2019,2,imports,2023-03-31
construction vehicles,Greenland,/the-world-factbook/countries/greenland,2019,3,imports,2023-03-31
crustaceans,Greenland,/the-world-factbook/countries/greenland,2019,4,imports,2023-03-31
delivery trucks,Greenland,/the-world-factbook/countries/greenland,2019,5,imports,2023-03-31
aircraft,Grenada,/the-world-factbook/countries/grenada,2019,1,imports,2023-03-31
poultry meat,Grenada,/the-world-factbook/countries/grenada,2019,2,imports,2023-03-31
cars,Grenada,/the-world-factbook/countries/grenada,2019,3,imports,2023-03-31
refined petroleum,Grenada,/the-world-factbook/countries/grenada,2019,4,imports,2023-03-31
food preparation materials,Grenada,/the-world-factbook/countries/grenada,2019,5,imports,2023-03-31
refined petroleum,Guam,/the-world-factbook/countries/guam,2019,1,imports,2023-03-31
trunks/cases,Guam,/the-world-factbook/countries/guam,2019,2,imports,2023-03-31
cars,Guam,/the-world-factbook/countries/guam,2019,3,imports,2023-03-31
insulated wire,Guam,/the-world-factbook/countries/guam,2019,4,imports,2023-03-31
broadcasting equipment,Guam,/the-world-factbook/countries/guam,2019,5,imports,2023-03-31
refined petroleum,Guatemala,/the-world-factbook/countries/guatemala,2019,1,imports,2023-03-31
broadcasting equipment,Guatemala,/the-world-factbook/countries/guatemala,2019,2,imports,2023-03-31
packaged medicines,Guatemala,/the-world-factbook/countries/guatemala,2019,3,imports,2023-03-31
cars,Guatemala,/the-world-factbook/countries/guatemala,2019,4,imports,2023-03-31
delivery trucks,Guatemala,/the-world-factbook/countries/guatemala,2019,5,imports,2023-03-31
coal,Guernsey,/the-world-factbook/countries/guernsey,,1,imports,2023-03-31
gasoline,Guernsey,/the-world-factbook/countries/guernsey,,2,imports,2023-03-31
oil,Guernsey,/the-world-factbook/countries/guernsey,,3,imports,2023-03-31
machinery,Guernsey,/the-world-factbook/countries/guernsey,,4,imports,2023-03-31
equipment,Guernsey,/the-world-factbook/countries/guernsey,,5,imports,2023-03-31
rice,Guinea,/the-world-factbook/countries/guinea,2019,1,imports,2023-03-31
refined petroleum,Guinea,/the-world-factbook/countries/guinea,2019,2,imports,2023-03-31
packaged medicines,Guinea,/the-world-factbook/countries/guinea,2019,3,imports,2023-03-31
delivery trucks,Guinea,/the-world-factbook/countries/guinea,2019,4,imports,2023-03-31
cars,Guinea,/the-world-factbook/countries/guinea,2019,5,imports,2023-03-31
refined petroleum,Guinea-Bissau,/the-world-factbook/countries/guinea-bissau,2019,1,imports,2023-03-31
rice,Guinea-Bissau,/the-world-factbook/countries/guinea-bissau,2019,2,imports,2023-03-31
wheat products,Guinea-Bissau,/the-world-factbook/countries/guinea-bissau,2019,3,imports,2023-03-31
soups/broths,Guinea-Bissau,/the-world-factbook/countries/guinea-bissau,2019,4,imports,2023-03-31
malt extract,Guinea-Bissau,/the-world-factbook/countries/guinea-bissau,2019,5,imports,2023-03-31
ships,Guyana,/the-world-factbook/countries/guyana,2019,1,imports,2023-03-31
refined petroleum,Guyana,/the-world-factbook/countries/guyana,2019,2,imports,2023-03-31
excavation machinery,Guyana,/the-world-factbook/countries/guyana,2019,3,imports,2023-03-31
shipping containers,Guyana,/the-world-factbook/countries/guyana,2019,4,imports,2023-03-31
aircraft,Guyana,/the-world-factbook/countries/guyana,2019,5,imports,2023-03-31
refined petroleum,Haiti,/the-world-factbook/countries/haiti,2019,1,imports,2023-03-31
rice,Haiti,/the-world-factbook/countries/haiti,2019,2,imports,2023-03-31
clothing and apparel,Haiti,/the-world-factbook/countries/haiti,2019,3,imports,2023-03-31
palm oil,Haiti,/the-world-factbook/countries/haiti,2019,4,imports,2023-03-31
poultry meats,Haiti,/the-world-factbook/countries/haiti,2019,5,imports,2023-03-31
refined petroleum,Honduras,/the-world-factbook/countries/honduras,2019,1,imports,2023-03-31
clothing and apparel,Honduras,/the-world-factbook/countries/honduras,2019,2,imports,2023-03-31
packaged medicines,Honduras,/the-world-factbook/countries/honduras,2019,3,imports,2023-03-31
broadcasting equipment,Honduras,/the-world-factbook/countries/honduras,2019,4,imports,2023-03-31
insulated wiring,Honduras,/the-world-factbook/countries/honduras,2019,5,imports,2023-03-31
integrated circuits,Hong Kong,/the-world-factbook/countries/hong-kong,2019,1,imports,2023-03-31
broadcasting equipment,Hong Kong,/the-world-factbook/countries/hong-kong,2019,2,imports,2023-03-31
office machinery,Hong Kong,/the-world-factbook/countries/hong-kong,2019,3,imports,2023-03-31
telephones,Hong Kong,/the-world-factbook/countries/hong-kong,2019,4,imports,2023-03-31
diamonds,Hong Kong,/the-world-factbook/countries/hong-kong,2019,5,imports,2023-03-31
cars and vehicle parts,Hungary,/the-world-factbook/countries/hungary,2019,1,imports,2023-03-31
integrated circuits,Hungary,/the-world-factbook/countries/hungary,2019,2,imports,2023-03-31
packaged medicines,Hungary,/the-world-factbook/countries/hungary,2019,3,imports,2023-03-31
broadcasting equipment,Hungary,/the-world-factbook/countries/hungary,2019,4,imports,2023-03-31
crude petroleum,Hungary,/the-world-factbook/countries/hungary,2019,5,imports,2023-03-31
refined petroleum,Iceland,/the-world-factbook/countries/iceland,2019,1,imports,2023-03-31
aluminum oxide,Iceland,/the-world-factbook/countries/iceland,2019,2,imports,2023-03-31
carbon/graphite electronics,Iceland,/the-world-factbook/countries/iceland,2019,3,imports,2023-03-31
cars,Iceland,/the-world-factbook/countries/iceland,2019,4,imports,2023-03-31
packaged medicines,Iceland,/the-world-factbook/countries/iceland,2019,5,imports,2023-03-31
crude petroleum,India,/the-world-factbook/countries/india,2019,1,imports,2023-03-31
gold,India,/the-world-factbook/countries/india,2019,2,imports,2023-03-31
coal,India,/the-world-factbook/countries/india,2019,3,imports,2023-03-31
diamonds,India,/the-world-factbook/countries/india,2019,4,imports,2023-03-31
natural gas,India,/the-world-factbook/countries/india,2019,5,imports,2023-03-31
refined petroleum,Indonesia,/the-world-factbook/countries/indonesia,2019,1,imports,2023-03-31
crude petroleum,Indonesia,/the-world-factbook/countries/indonesia,2019,2,imports,2023-03-31
vehicle parts,Indonesia,/the-world-factbook/countries/indonesia,2019,3,imports,2023-03-31
telephones,Indonesia,/the-world-factbook/countries/indonesia,2019,4,imports,2023-03-31
natural gas,Indonesia,/the-world-factbook/countries/indonesia,2019,5,imports,2023-03-31
rice,Iran,/the-world-factbook/countries/iran,2019,1,imports,2023-03-31
corn,Iran,/the-world-factbook/countries/iran,2019,2,imports,2023-03-31
broadcasting equipment,Iran,/the-world-factbook/countries/iran,2019,3,imports,2023-03-31
soybean products,Iran,/the-world-factbook/countries/iran,2019,4,imports,2023-03-31
beef,Iran,/the-world-factbook/countries/iran,2019,5,imports,2023-03-31
refined petroleum,Iraq,/the-world-factbook/countries/iraq,2019,1,imports,2023-03-31
broadcasting equipment,Iraq,/the-world-factbook/countries/iraq,2019,2,imports,2023-03-31
cars,Iraq,/the-world-factbook/countries/iraq,2019,3,imports,2023-03-31
jewelry,Iraq,/the-world-factbook/countries/iraq,2019,4,imports,2023-03-31
cigarettes,Iraq,/the-world-factbook/countries/iraq,2019,5,imports,2023-03-31
aircraft,Ireland,/the-world-factbook/countries/ireland,2019,1,imports,2023-03-31
computers,Ireland,/the-world-factbook/countries/ireland,2019,2,imports,2023-03-31
packaged medicines,Ireland,/the-world-factbook/countries/ireland,2019,3,imports,2023-03-31
refined petroleum,Ireland,/the-world-factbook/countries/ireland,2019,4,imports,2023-03-31
medical cultures/vaccines,Ireland,/the-world-factbook/countries/ireland,2019,5,imports,2023-03-31
timber,Isle of Man,/the-world-factbook/countries/isle-of-man,,1,imports,2023-03-31
fertilizers,Isle of Man,/the-world-factbook/countries/isle-of-man,,2,imports,2023-03-31
fish,Isle of Man,/the-world-factbook/countries/isle-of-man,,3,imports,2023-03-31
diamonds,Israel,/the-world-factbook/countries/israel,2019,1,imports,2023-03-31
cars,Israel,/the-world-factbook/countries/israel,2019,2,imports,2023-03-31
crude petroleum,Israel,/the-world-factbook/countries/israel,2019,3,imports,2023-03-31
refined petroleum,Israel,/the-world-factbook/countries/israel,2019,4,imports,2023-03-31
broadcasting equipment,Israel,/the-world-factbook/countries/israel,2019,5,imports,2023-03-31
crude petroleum,Italy,/the-world-factbook/countries/italy,2019,1,imports,2023-03-31
cars,Italy,/the-world-factbook/countries/italy,2019,2,imports,2023-03-31
packaged medicines,Italy,/the-world-factbook/countries/italy,2019,3,imports,2023-03-31
natural gas,Italy,/the-world-factbook/countries/italy,2019,4,imports,2023-03-31
refined petroleum,Italy,/the-world-factbook/countries/italy,2019,5,imports,2023-03-31
refined petroleum,Jamaica,/the-world-factbook/countries/jamaica,2019,1,imports,2023-03-31
cars,Jamaica,/the-world-factbook/countries/jamaica,2019,2,imports,2023-03-31
crude petroleum,Jamaica,/the-world-factbook/countries/jamaica,2019,3,imports,2023-03-31
natural gas,Jamaica,/the-world-factbook/countries/jamaica,2019,4,imports,2023-03-31
packaged medicines,Jamaica,/the-world-factbook/countries/jamaica,2019,5,imports,2023-03-31
crude oil,Japan,/the-world-factbook/countries/japan,2020,1,imports,2023-03-31
natural gas,Japan,/the-world-factbook/countries/japan,2020,2,imports,2023-03-31
integrated circuits,Japan,/the-world-factbook/countries/japan,2020,3,imports,2023-03-31
broadcasting equipment,Japan,/the-world-factbook/countries/japan,2020,4,imports,2023-03-31
computers,Japan,/the-world-factbook/countries/japan,2020,5,imports,2023-03-31
machinery and transport equipment,Jersey,/the-world-factbook/countries/jersey,,1,imports,2023-03-31
manufactured goods,Jersey,/the-world-factbook/countries/jersey,,2,imports,2023-03-31
foodstuffs,Jersey,/the-world-factbook/countries/jersey,,3,imports,2023-03-31
mineral fuels,Jersey,/the-world-factbook/countries/jersey,,4,imports,2023-03-31
chemicals,Jersey,/the-world-factbook/countries/jersey,,5,imports,2023-03-31
cars,Jordan,/the-world-factbook/countries/jordan,2019,1,imports,2023-03-31
refined petroleum,Jordan,/the-world-factbook/countries/jordan,2019,2,imports,2023-03-31
natural gas,Jordan,/the-world-factbook/countries/jordan,2019,3,imports,2023-03-31
crude petroleum,Jordan,/the-world-factbook/countries/jordan,2019,4,imports,2023-03-31
clothing and apparel,Jordan,/the-world-factbook/countries/jordan,2019,5,imports,2023-03-31
packaged medicines,Kazakhstan,/the-world-factbook/countries/kazakhstan,2019,1,imports,2023-03-31
natural gas,Kazakhstan,/the-world-factbook/countries/kazakhstan,2019,2,imports,2023-03-31
cars,Kazakhstan,/the-world-factbook/countries/kazakhstan,2019,3,imports,2023-03-31
broadcasting equipment,Kazakhstan,/the-world-factbook/countries/kazakhstan,2019,4,imports,2023-03-31
aircraft,Kazakhstan,/the-world-factbook/countries/kazakhstan,2019,5,imports,2023-03-31
refined petroleum,Kenya,/the-world-factbook/countries/kenya,2020,1,imports,2023-03-31
palm oil,Kenya,/the-world-factbook/countries/kenya,2020,2,imports,2023-03-31
broadcasting equipment,Kenya,/the-world-factbook/countries/kenya,2020,3,imports,2023-03-31
packaged medicines,Kenya,/the-world-factbook/countries/kenya,2020,4,imports,2023-03-31
cars,Kenya,/the-world-factbook/countries/kenya,2020,5,imports,2023-03-31
refined petroleum,Kiribati,/the-world-factbook/countries/kiribati,2019,1,imports,2023-03-31
netting,Kiribati,/the-world-factbook/countries/kiribati,2019,2,imports,2023-03-31
raw sugar,Kiribati,/the-world-factbook/countries/kiribati,2019,3,imports,2023-03-31
rice,Kiribati,/the-world-factbook/countries/kiribati,2019,4,imports,2023-03-31
poultry meats,Kiribati,/the-world-factbook/countries/kiribati,2019,5,imports,2023-03-31
clothing and apparel,North Korea,/the-world-factbook/countries/korea-north,2019,1,imports,2023-03-31
soybean oil,North Korea,/the-world-factbook/countries/korea-north,2019,2,imports,2023-03-31
rice,North Korea,/the-world-factbook/countries/korea-north,2019,3,imports,2023-03-31
wheat products,North Korea,/the-world-factbook/countries/korea-north,2019,4,imports,2023-03-31
clocks/watches,North Korea,/the-world-factbook/countries/korea-north,2019,5,imports,2023-03-31
crude oil,South Korea,/the-world-factbook/countries/korea-south,2020,1,imports,2023-03-31
integrated circuits,South Korea,/the-world-factbook/countries/korea-south,2020,2,imports,2023-03-31
natural gas,South Korea,/the-world-factbook/countries/korea-south,2020,3,imports,2023-03-31
refined petroleum,South Korea,/the-world-factbook/countries/korea-south,2020,4,imports,2023-03-31
cars,South Korea,/the-world-factbook/countries/korea-south,2020,5,imports,2023-03-31
foodstuffs,Kosovo,/the-world-factbook/countries/kosovo,,1,imports,2023-03-31
livestock,Kosovo,/the-world-factbook/countries/kosovo,,2,imports,2023-03-31
wood,Kosovo,/the-world-factbook/countries/kosovo,,3,imports,2023-03-31
petroleum,Kosovo,/the-world-factbook/countries/kosovo,,4,imports,2023-03-31
chemicals,Kosovo,/the-world-factbook/countries/kosovo,,5,imports,2023-03-31
machinery,Kosovo,/the-world-factbook/countries/kosovo,,6,imports,2023-03-31
minerals,Kosovo,/the-world-factbook/countries/kosovo,,7,imports,2023-03-31
textiles,Kosovo,/the-world-factbook/countries/kosovo,,8,imports,2023-03-31
stone,Kosovo,/the-world-factbook/countries/kosovo,,9,imports,2023-03-31
ceramic and glass products,Kosovo,/the-world-factbook/countries/kosovo,,10,imports,2023-03-31
electrical equipment,Kosovo,/the-world-factbook/countries/kosovo,,11,imports,2023-03-31
cars,Kuwait,/the-world-factbook/countries/kuwait,2019,1,imports,2023-03-31
broadcasting equipment,Kuwait,/the-world-factbook/countries/kuwait,2019,2,imports,2023-03-31
natural gas,Kuwait,/the-world-factbook/countries/kuwait,2019,3,imports,2023-03-31
packaged medicines,Kuwait,/the-world-factbook/countries/kuwait,2019,4,imports,2023-03-31
jewelry,Kuwait,/the-world-factbook/countries/kuwait,2019,5,imports,2023-03-31
refined petroleum,Kyrgyzstan,/the-world-factbook/countries/kyrgyzstan,2019,1,imports,2023-03-31
footwear,Kyrgyzstan,/the-world-factbook/countries/kyrgyzstan,2019,2,imports,2023-03-31
clothing and apparel,Kyrgyzstan,/the-world-factbook/countries/kyrgyzstan,2019,3,imports,2023-03-31
broadcasting equipment,Kyrgyzstan,/the-world-factbook/countries/kyrgyzstan,2019,4,imports,2023-03-31
walnuts,Kyrgyzstan,/the-world-factbook/countries/kyrgyzstan,2019,5,imports,2023-03-31
refined petroleum,Laos,/the-world-factbook/countries/laos,2019,1,imports,2023-03-31
cars,Laos,/the-world-factbook/countries/laos,2019,2,imports,2023-03-31
cattle,Laos,/the-world-factbook/countries/laos,2019,3,imports,2023-03-31
iron structures,Laos,/the-world-factbook/countries/laos,2019,4,imports,2023-03-31
steel products,Laos,/the-world-factbook/countries/laos,2019,5,imports,2023-03-31
refined petroleum,Latvia,/the-world-factbook/countries/latvia,2019,1,imports,2023-03-31
broadcasting equipment,Latvia,/the-world-factbook/countries/latvia,2019,2,imports,2023-03-31
cars,Latvia,/the-world-factbook/countries/latvia,2019,3,imports,2023-03-31
packaged medicines,Latvia,/the-world-factbook/countries/latvia,2019,4,imports,2023-03-31
aircraft,Latvia,/the-world-factbook/countries/latvia,2019,5,imports,2023-03-31
refined petroleum,Lebanon,/the-world-factbook/countries/lebanon,2019,1,imports,2023-03-31
cars,Lebanon,/the-world-factbook/countries/lebanon,2019,2,imports,2023-03-31
packaged medicines,Lebanon,/the-world-factbook/countries/lebanon,2019,3,imports,2023-03-31
jewelry,Lebanon,/the-world-factbook/countries/lebanon,2019,4,imports,2023-03-31
gold,Lebanon,/the-world-factbook/countries/lebanon,2019,5,imports,2023-03-31
refined petroleum,Lesotho,/the-world-factbook/countries/lesotho,2019,1,imports,2023-03-31
clothing and apparel,Lesotho,/the-world-factbook/countries/lesotho,2019,2,imports,2023-03-31
packaged medicines,Lesotho,/the-world-factbook/countries/lesotho,2019,3,imports,2023-03-31
delivery trucks,Lesotho,/the-world-factbook/countries/lesotho,2019,4,imports,2023-03-31
poultry meats,Lesotho,/the-world-factbook/countries/lesotho,2019,5,imports,2023-03-31
ships,Liberia,/the-world-factbook/countries/liberia,2019,1,imports,2023-03-31
refined petroleum,Liberia,/the-world-factbook/countries/liberia,2019,2,imports,2023-03-31
iron structures,Liberia,/the-world-factbook/countries/liberia,2019,3,imports,2023-03-31
boat propellers,Liberia,/the-world-factbook/countries/liberia,2019,4,imports,2023-03-31
centrifuges,Liberia,/the-world-factbook/countries/liberia,2019,5,imports,2023-03-31
refined petroleum,Libya,/the-world-factbook/countries/libya,2019,1,imports,2023-03-31
cars,Libya,/the-world-factbook/countries/libya,2019,2,imports,2023-03-31
broadcasting equipment,Libya,/the-world-factbook/countries/libya,2019,3,imports,2023-03-31
cigarettes,Libya,/the-world-factbook/countries/libya,2019,4,imports,2023-03-31
jewelry,Libya,/the-world-factbook/countries/libya,2019,5,imports,2023-03-31
agricultural products,Liechtenstein,/the-world-factbook/countries/liechtenstein,,1,imports,2023-03-31
raw materials,Liechtenstein,/the-world-factbook/countries/liechtenstein,,2,imports,2023-03-31
energy products,Liechtenstein,/the-world-factbook/countries/liechtenstein,,3,imports,2023-03-31
machinery,Liechtenstein,/the-world-factbook/countries/liechtenstein,,4,imports,2023-03-31
metal goods,Liechtenstein,/the-world-factbook/countries/liechtenstein,,5,imports,2023-03-31
textiles,Liechtenstein,/the-world-factbook/countries/liechtenstein,,6,imports,2023-03-31
foodstuffs,Liechtenstein,/the-world-factbook/countries/liechtenstein,,7,imports,2023-03-31
motor vehicles,Liechtenstein,/the-world-factbook/countries/liechtenstein,,8,imports,2023-03-31
crude petroleum,Lithuania,/the-world-factbook/countries/lithuania,2019,1,imports,2023-03-31
cars,Lithuania,/the-world-factbook/countries/lithuania,2019,2,imports,2023-03-31
packaged medicines,Lithuania,/the-world-factbook/countries/lithuania,2019,3,imports,2023-03-31
refined petroleum,Lithuania,/the-world-factbook/countries/lithuania,2019,4,imports,2023-03-31
electricity,Lithuania,/the-world-factbook/countries/lithuania,2019,5,imports,2023-03-31
cars,Luxembourg,/the-world-factbook/countries/luxembourg,2019,1,imports,2023-03-31
refined petroleum,Luxembourg,/the-world-factbook/countries/luxembourg,2019,2,imports,2023-03-31
broadcasting equipment,Luxembourg,/the-world-factbook/countries/luxembourg,2019,3,imports,2023-03-31
scrap iron,Luxembourg,/the-world-factbook/countries/luxembourg,2019,4,imports,2023-03-31
aircraft,Luxembourg,/the-world-factbook/countries/luxembourg,2019,5,imports,2023-03-31
jewelry,Macau,/the-world-factbook/countries/macau,2019,1,imports,2023-03-31
watches,Macau,/the-world-factbook/countries/macau,2019,2,imports,2023-03-31
electricity,Macau,/the-world-factbook/countries/macau,2019,3,imports,2023-03-31
aircraft,Macau,/the-world-factbook/countries/macau,2019,4,imports,2023-03-31
cars,Macau,/the-world-factbook/countries/macau,2019,5,imports,2023-03-31
refined petroleum,Madagascar,/the-world-factbook/countries/madagascar,2019,1,imports,2023-03-31
rice,Madagascar,/the-world-factbook/countries/madagascar,2019,2,imports,2023-03-31
cars,Madagascar,/the-world-factbook/countries/madagascar,2019,3,imports,2023-03-31
packaged medicines,Madagascar,/the-world-factbook/countries/madagascar,2019,4,imports,2023-03-31
clothing and apparel,Madagascar,/the-world-factbook/countries/madagascar,2019,5,imports,2023-03-31
